Harry Arter,32,Thu Dec 28 01:00:00 CET 1989,Premier League,2018/2019,Midfielder,0,Republic of Ireland,0,0,0,0,0
Harry Kane,28,Wed Jul 28 02:00:00 CEST 1993,Premier League,2018/2019,Forward,0,England,17,6,11,4,0
Harry Maguire,28,Fri Mar 05 01:00:00 CET 1993,Premier League,2018/2019,Defender,0,England,3,0,3,0,0
Harry Winks,25,Fri Feb 02 01:00:00 CET 1996,Premier League,2018/2019,Midfielder,0,England,1,0,1,0,0
Harvey Elliot,0,Thu Jan 01 01:00:00 CET 1970,Premier League,2018/2019,Forward,0,England,0,0,0,0,0
Harvey Lewis Barnes,24,Tue Dec 09 01:00:00 CET 1997,Premier League,2018/2019,Midfielder,0,England,1,0,1,0,0
Håvard Nordtveit,31,Thu Jun 21 02:00:00 CEST 1990,Premier League,2018/2019,Midfielder,0,Norway,0,0,0,0,0
Hector Bellerin,26,Sun Mar 19 01:00:00 CET 1995,Premier League,2018/2019,Defender,0,Spain,0,0,0,0,0
Hélder Wander Sousa Azevedo Costa,28,Wed Jan 12 01:00:00 CET 1994,Premier League,2018/2019,Midfielder,0,Portugal,1,0,1,0,0
Henrikh Mkhitaryan,32,Sat Jan 21 01:00:00 CET 1989,Premier League,2018/2019,Midfielder,0,Armenia,6,3,3,0,0
Heung-Min Son,29,Wed Jul 08 02:00:00 CEST 1992,Premier League,2018/2019,Forward,0,South Korea,12,8,4,0,0
Heurelho da Silva Gomes,40,Sun Feb 15 01:00:00 CET 1981,Premier League,2018/2019,Goalkeeper,0,Brazil,0,0,0,0,0
Hugo Lloris,35,Fri Dec 26 01:00:00 CET 1986,Premier League,2018/2019,Goalkeeper,0,France,0,0,0,0,0
Ibrahima Cissé,27,Mon Feb 28 01:00:00 CET 1994,Premier League,2018/2019,Midfielder,0,Belgium,0,0,0,0,0
Idrissa Gana Gueye,32,Tue Sep 26 01:00:00 CET 1989,Premier League,2018/2019,Midfielder,0,Senegal,0,0,0,0,0
İlkay Gündoğan,31,Wed Oct 24 01:00:00 CET 1990,Premier League,2018/2019,Midfielder,0,Germany,6,4,2,0,0
Isaac Ajayi Success,26,Sun Jan 07 01:00:00 CET 1996,Premier League,2018/2019,Forward,0,Nigeria,1,1,0,0,0
Isaac Hayden,26,Wed Mar 22 01:00:00 CET 1995,Premier League,2018/2019,Midfielder,0,England,1,0,1,0,0
Isaac Mbenza,25,Fri Mar 08 01:00:00 CET 1996,Premier League,2018/2019,Forward,0,Belgium,1,1,0,0,0
Issa Diop,25,Thu Jan 09 01:00:00 CET 1997,Premier League,2018/2019,Defender,0,France,1,1,0,0,0
Ivan Ricardo Neves Abreu Cavaleiro,28,Mon Oct 18 01:00:00 CET 1993,Premier League,2018/2019,Forward,0,Portugal,3,2,1,0,0
Jack Cork,32,Sun Jun 25 02:00:00 CEST 1989,Premier League,2018/2019,Midfielder,0,England,1,1,0,0,0
Jack Simpson,25,Wed Dec 18 01:00:00 CET 1996,Premier League,2018/2019,Defender,0,England,0,0,0,0,0
Jack Stephens,27,Thu Jan 27 01:00:00 CET 1994,Premier League,2018/2019,Defender,0,England,1,1,0,0,0
Jack Wilshere,30,Wed Jan 01 01:00:00 CET 1992,Premier League,2018/2019,Midfielder,0,England,0,0,0,0,0
Jacob Murphy,26,Fri Feb 24 01:00:00 CET 1995,Premier League,2018/2019,Midfielder,0,England,0,0,0,0,0
Jaïro Riedewald,25,Mon Sep 09 02:00:00 CEST 1996,Premier League,2018/2019,Defender,0,Netherlands,0,0,0,0,0
Jamal Lascelles,28,Thu Nov 11 01:00:00 CET 1993,Premier League,2018/2019,Defender,0,England,0,0,0,0,0
James Garner,20,Tue Mar 13 01:00:00 CET 2001,Premier League,2018/2019,Defender,0,England,0,0,0,0,0
James Maddison,25,Sat Nov 23 01:00:00 CET 1996,Premier League,2018/2019,Midfielder,0,England,7,3,4,1,1
James McArthur,34,Wed Oct 07 01:00:00 CET 1987,Premier League,2018/2019,Midfielder,0,Scotland,3,1,2,0,0
James McCarthy,31,Mon Nov 12 01:00:00 CET 1990,Premier League,2018/2019,Midfielder,0,Republic of Ireland,0,0,0,0,0
James Milner,36,Sat Jan 04 01:00:00 CET 1986,Premier League,2018/2019,Midfielder,0,England,5,0,5,3,0
James Tarkowski,29,Thu Nov 19 01:00:00 CET 1992,Premier League,2018/2019,Defender,0,England,3,2,1,0,0
James Tomkins,32,Wed Mar 29 02:00:00 CEST 1989,Premier League,2018/2019,Defender,0,England,1,0,1,0,0
James Ward-Prowse,27,Tue Nov 01 01:00:00 CET 1994,Premier League,2018/2019,Midfielder,0,England,7,5,2,1,0
Jamie Sterry,26,Tue Nov 21 01:00:00 CET 1995,Premier League,2018/2019,Defender,0,England,0,0,0,0,0
Jamie Vardy,34,Sun Jan 11 01:00:00 CET 1987,Premier League,2018/2019,Forward,0,England,18,8,10,4,1
Jan Bednarek,25,Fri Apr 12 02:00:00 CEST 1996,Premier League,2018/2019,Defender,0,Poland,0,0,0,0,0
Jan Vertonghen,34,Fri Apr 24 02:00:00 CEST 1987,Premier League,2018/2019,Defender,0,Belgium,1,0,1,0,0
Jannik Vestergaard,29,Mon Aug 03 02:00:00 CEST 1992,Premier League,2018/2019,Defender,0,Denmark,0,0,0,0,0
Jason Puncheon,35,Thu Jun 26 02:00:00 CEST 1986,Premier League,2018/2019,Midfielder,0,England,0,0,0,0,0
Jason Steele,31,Sat Aug 18 02:00:00 CEST 1990,Premier League,2018/2019,Goalkeeper,0,England,0,0,0,0,0
Javier Hernandez,33,Wed Jun 01 02:00:00 CEST 1988,Premier League,2018/2019,Forward,0,Mexico,7,5,2,0,0
Javier Manquillo Gaitán,27,Thu May 05 02:00:00 CEST 1994,Premier League,2018/2019,Defender,0,Spain,0,0,0,0,0
Jayson Molumby,22,Fri Aug 06 02:00:00 CEST 1999,Premier League,2018/2019,Midfielder,0,Republic of Ireland,0,0,0,0,0
Jazz Richards,30,Fri Apr 12 02:00:00 CEST 1991,Premier League,2018/2019,Defender,0,Wales,0,0,0,0,0
Jean Michaël Seri,30,Fri Jul 19 02:00:00 CEST 1991,Premier League,2018/2019,Midfielder,0,Côte d'Ivoire,1,1,0,0,0
Jeff Hendrick,29,Fri Jan 31 01:00:00 CET 1992,Premier League,2018/2019,Midfielder,0,Republic of Ireland,3,1,2,0,0
Jefferson Lerma,27,Tue Oct 25 01:00:00 CET 1994,Premier League,2018/2019,Midfielder,0,Colombia,2,0,2,0,0
Jeffrey Schlupp,29,Wed Dec 23 01:00:00 CET 1992,Premier League,2018/2019,Defender,0,Ghana,4,1,3,0,0
Jermain Defoe,39,Thu Oct 07 01:00:00 CET 1982,Premier League,2018/2019,Forward,0,England,0,0,0,0,0
Jesse Lingard,29,Tue Dec 15 01:00:00 CET 1992,Premier League,2018/2019,Midfielder,0,England,4,1,3,1,0
João Moutinho,35,Mon Sep 08 02:00:00 CEST 1986,Premier League,2018/2019,Midfielder,0,Portugal,1,0,1,0,0
Joe Bennett,31,Wed Mar 28 02:00:00 CEST 1990,Premier League,2018/2019,Defender,0,England,0,0,0,0,0
Joe Bryan,28,Fri Sep 17 02:00:00 CEST 1993,Premier League,2018/2019,Defender,0,England,0,0,0,0,0
Joe Daniel Tupper,24,Sat Nov 15 01:00:00 CET 1997,Premier League,2018/2019,Goalkeeper,0,England,0,0,0,0,0
Joe Gomez,24,Fri May 23 02:00:00 CEST 1997,Premier League,2018/2019,Defender,0,England,0,0,0,0,0
Joe Hart,34,Sun Apr 19 02:00:00 CEST 1987,Premier League,2018/2019,Goalkeeper,0,England,0,0,0,0,0
Joe Powell,23,Fri Oct 30 01:00:00 CET 1998,Premier League,2018/2019,Forward,0,England,0,0,0,0,0
Joe Ralls,28,Wed Oct 13 01:00:00 CET 1993,Premier League,2018/2019,Midfielder,0,England,0,0,0,0,1
Joel Coleman,26,Tue Sep 26 01:00:00 CET 1995,Premier League,2018/2019,Goalkeeper,0,England,0,0,0,0,0
Joel Matip,30,Thu Aug 08 02:00:00 CEST 1991,Premier League,2018/2019,Defender,0,Cameroon,1,1,0,0,0
Joel Ward,32,Sun Oct 29 01:00:00 CET 1989,Premier League,2018/2019,Defender,0,England,1,1,0,0,0
Johann Berg Guðmunds­son,31,Sat Oct 27 01:00:00 CET 1990,Premier League,2018/2019,Midfielder,0,Iceland,3,0,3,0,0
John Ruddy,35,Fri Oct 24 01:00:00 CET 1986,Premier League,2018/2019,Goalkeeper,0,England,0,0,0,0,0
John Stones,27,Sat May 28 02:00:00 CEST 1994,Premier League,2018/2019,Defender,0,England,0,0,0,0,0
Jon Gorenc Stankovič,26,Sun Jan 14 01:00:00 CET 1996,Premier League,2018/2019,Defender,0,Slovenia,1,0,1,0,0
Jonas Lössl,32,Wed Feb 01 01:00:00 CET 1989,Premier League,2018/2019,Goalkeeper,0,Denmark,0,0,0,0,0
Jonathan Hogg,33,Tue Dec 06 01:00:00 CET 1988,Premier League,2018/2019,Midfielder,0,England,0,0,0,0,0
Jonathan Walters,38,Tue Sep 20 02:00:00 CEST 1983,Premier League,2018/2019,Forward,0,Republic of Ireland,0,0,0,0,0
Jonjo Shelvey,29,Thu Feb 27 01:00:00 CET 1992,Premier League,2018/2019,Midfielder,0,England,1,0,1,0,0
Jonjoe Kenny,24,Sat Mar 15 01:00:00 CET 1997,Premier League,2018/2019,Defender,0,England,0,0,0,0,0
Jonny,27,Thu Mar 03 01:00:00 CET 1994,Premier League,2018/2019,Defender,0,Spain,1,1,0,0,0
Jonny Evans,34,Sun Jan 03 01:00:00 CET 1988,Premier League,2018/2019,Defender,0,Northern Ireland,1,1,0,0,0
Jordan Ayew,30,Wed Sep 11 02:00:00 CEST 1991,Premier League,2018/2019,Forward,0,Ghana,1,0,1,0,0
Jordan Henderson,31,Sun Jun 17 02:00:00 CEST 1990,Premier League,2018/2019,Midfielder,0,England,1,0,1,0,0
Jordan Pickford,27,Mon Mar 07 01:00:00 CET 1994,Premier League,2018/2019,Goalkeeper,0,England,0,0,0,0,0
Jordon Ibe,26,Fri Dec 08 01:00:00 CET 1995,Premier League,2018/2019,Midfielder,0,England,1,0,1,0,0
Jorginho,30,Fri Dec 20 01:00:00 CET 1991,Premier League,2018/2019,Midfielder,0,Italy,2,0,2,1,0
José Diogo Dalot Teixeira,22,Thu Mar 18 01:00:00 CET 1999,Premier League,2018/2019,Defender,0,Portugal,0,0,0,0,0
José Holebas,37,Wed Jun 27 02:00:00 CEST 1984,Premier League,2018/2019,Defender,0,Greece,3,2,1,0,0
Jose Izquierdo,29,Tue Jul 07 02:00:00 CEST 1992,Premier League,2018/2019,Forward,0,Colombia,0,0,0,0,0
José Luis Sanmartín Mato,31,Tue Mar 27 02:00:00 CEST 1990,Premier League,2018/2019,Forward,0,Spain,2,2,0,0,0
Joseph Willock,22,Fri Aug 20 02:00:00 CEST 1999,Premier League,2018/2019,Midfielder,0,England,0,0,0,0,0
Josh Benson,22,Sun Dec 05 01:00:00 CET 1999,Premier League,2018/2019,Midfielder,0,England,0,0,0,0,0
Josh Knight,24,Sun Sep 07 02:00:00 CEST 1997,Premier League,2018/2019,Defender,0,England,0,0,0,0,0
Josh Murphy,26,Fri Feb 24 01:00:00 CET 1995,Premier League,2018/2019,Forward,0,England,3,2,1,0,0
Joshua King,29,Wed Jan 15 01:00:00 CET 1992,Premier League,2018/2019,Forward,0,Norway,12,9,3,5,1
Joshua Sims,24,Fri Mar 28 01:00:00 CET 1997,Premier League,2018/2019,Midfielder,0,England,0,0,0,0,0
Juan Marcos Foyth,24,Mon Jan 12 01:00:00 CET 1998,Premier League,2018/2019,Defender,0,Argentina,1,0,1,0,0
Juan Mata,33,Thu Apr 28 02:00:00 CEST 1988,Premier League,2018/2019,Midfielder,0,Spain,3,3,0,0,0
Julián Speroni,42,Fri May 18 02:00:00 CEST 1979,Premier League,2018/2019,Goalkeeper,0,Argentina,0,0,0,0,0
Juninho Bacuna,24,Thu Aug 07 02:00:00 CEST 1997,Premier League,2018/2019,Midfielder,0,Netherlands,1,0,1,0,0
Junior Stanislas,32,Sun Nov 26 01:00:00 CET 1989,Premier League,2018/2019,Midfielder,0,England,2,1,1,1,0
Jürgen Locadia,28,Sun Nov 07 01:00:00 CET 1993,Premier League,2018/2019,Forward,0,Netherlands,2,2,0,0,0
Kadeem Harris,28,Tue Jun 08 02:00:00 CEST 1993,Premier League,2018/2019,Midfielder,0,England,1,1,0,0,0
Karl Darlow,31,Mon Oct 08 01:00:00 CET 1990,Premier League,2018/2019,Goalkeeper,0,England,0,0,0,0,0
Karlan Ahearne-Grant,24,Fri Dec 19 01:00:00 CET 1997,Premier League,2018/2019,Forward,0,England,4,2,2,0,0
Kasper Schmeichel,35,Wed Nov 05 01:00:00 CET 1986,Premier League,2018/2019,Goalkeeper,0,Denmark,0,0,0,0,0
Kayne Ramsey,21,Tue Oct 10 02:00:00 CEST 2000,Premier League,2018/2019,Midfielder,0,England,0,0,0,0,0
Kazaiah Sterling,23,Mon Nov 09 01:00:00 CET 1998,Premier League,2018/2019,Forward,0,England,0,0,0,0,0
Kelechi Iheanacho,25,Thu Oct 03 02:00:00 CEST 1996,Premier League,2018/2019,Forward,0,Nigeria,1,1,0,0,0
Kelland Watts,22,Wed Nov 03 01:00:00 CET 1999,Premier League,2018/2019,Midfielder,0,England,0,0,0,0,0
Ken Sema,28,Thu Sep 30 01:00:00 CET 1993,Premier League,2018/2019,Midfielder,0,Sweden,1,0,1,0,0
Kenneth Dahrup Zohorè,27,Mon Jan 31 01:00:00 CET 1994,Premier League,2018/2019,Forward,0,Denmark,1,0,1,0,0
Kepa Arrizabalaga,27,Mon Oct 03 01:00:00 CET 1994,Premier League,2018/2019,Goalkeeper,0,Spain,0,0,0,0,0
Kevin De Bruyne,30,Fri Jun 28 02:00:00 CEST 1991,Premier League,2018/2019,Midfielder,0,Belgium,2,2,0,0,0
Kevin Long,31,Sat Aug 18 02:00:00 CEST 1990,Premier League,2018/2019,Defender,0,Republic of Ireland,0,0,0,0,0
Kevin McDonald,33,Fri Nov 04 01:00:00 CET 1988,Premier League,2018/2019,Midfielder,0,Scotland,0,0,0,0,0
Kieran Dowell,24,Fri Oct 10 02:00:00 CEST 1997,Premier League,2018/2019,Midfielder,0,England,0,0,0,0,0
Kieran Trippier,31,Wed Sep 19 02:00:00 CEST 1990,Premier League,2018/2019,Defender,0,England,1,1,0,0,0
Konstantinos Mavropanos,24,Thu Dec 11 01:00:00 CET 1997,Premier League,2018/2019,Defender,0,Greece,0,0,0,0,0
Kortney Hause,26,Sun Jul 16 02:00:00 CEST 1995,Premier League,2018/2019,Defender,0,England,0,0,0,0,0
Kurt Zouma,27,Thu Oct 27 01:00:00 CET 1994,Premier League,2018/2019,Defender,0,France,2,1,1,0,0
Kyle Taylor,22,Sat Aug 28 02:00:00 CEST 1999,Premier League,2018/2019,Midfielder,0,England,0,0,0,0,0
Kyle Walker,31,Mon May 28 02:00:00 CEST 1990,Premier League,2018/2019,Defender,0,England,1,1,0,0,0
Kyle Walker-Peters,24,Sun Apr 13 02:00:00 CEST 1997,Premier League,2018/2019,Defender,0,England,0,0,0,0,0
Laurent Depoitre,33,Wed Dec 07 01:00:00 CET 1988,Premier League,2018/2019,Forward,0,Belgium,0,0,0,0,0
Laurent Koscielny,36,Tue Sep 10 02:00:00 CEST 1985,Premier League,2018/2019,Defender,0,France,3,2,1,0,0
Lazar Marković,27,Wed Mar 02 01:00:00 CET 1994,Premier League,2018/2019,Midfielder,0,Serbia,0,0,0,0,0
Leander Dendoncker,26,Sat Apr 15 02:00:00 CEST 1995,Premier League,2018/2019,Midfielder,0,Belgium,2,1,1,0,0
Leandro Bacuna,30,Wed Aug 21 02:00:00 CEST 1991,Premier League,2018/2019,Midfielder,0,Curaçao,0,0,0,0,0
Lee Grant,38,Thu Jan 27 01:00:00 CET 1983,Premier League,2018/2019,Goalkeeper,0,England,0,0,0,0,0
Lee Peltier,35,Thu Dec 11 01:00:00 CET 1986,Premier League,2018/2019,Defender,0,England,0,0,0,0,0
Leighton Baines,37,Tue Dec 11 01:00:00 CET 1984,Premier League,2018/2019,Defender,0,England,0,0,0,0,0
Leon Balogun,33,Tue Jun 28 02:00:00 CEST 1988,Premier League,2018/2019,Defender,0,Nigeria,1,1,0,0,0
Leonardo Bonatini Lohner Maia,27,Mon Mar 28 02:00:00 CEST 1994,Premier League,2018/2019,Forward,0,Brazil,0,0,0,0,0
Leroy Sané,26,Thu Jan 11 01:00:00 CET 1996,Premier League,2018/2019,Midfielder,0,Germany,10,5,5,0,0
Lewis Cass,21,Sun Feb 27 01:00:00 CET 2000,Premier League,2018/2019,Defender,0,England,0,0,0,0,0
Lewis Cook,24,Mon Feb 03 01:00:00 CET 1997,Premier League,2018/2019,Midfielder,0,England,0,0,0,0,0
Lewis Dunk,30,Thu Nov 21 01:00:00 CET 1991,Premier League,2018/2019,Defender,0,England,2,0,2,0,0
Loïc Damour,31,Tue Jan 08 01:00:00 CET 1991,Premier League,2018/2019,Midfielder,0,France,0,0,0,0,0
Loris Karius,28,Tue Jun 22 02:00:00 CEST 1993,Premier League,2018/2019,Goalkeeper,0,Germany,0,0,0,0,0
Luca de la Torre,23,Sat May 23 02:00:00 CEST 1998,Premier League,2018/2019,Midfielder,0,USA,0,0,0,0,0
Lucas Digne,28,Tue Jul 20 02:00:00 CEST 1993,Premier League,2018/2019,Defender,0,France,4,2,2,0,0
Lucas Perez,33,Sat Sep 10 02:00:00 CEST 1988,Premier League,2018/2019,Forward,0,Spain,3,3,0,0,0
Lucas Rodrigues Moura da Silva,29,Thu Aug 13 02:00:00 CEST 1992,Premier League,2018/2019,Midfielder,0,Brazil,10,6,4,0,0
Lucas Torreira,25,Sun Feb 11 01:00:00 CET 1996,Premier League,2018/2019,Midfielder,0,Uruguay,2,2,0,0,0
Luciano Vietto,28,Sun Dec 05 01:00:00 CET 1993,Premier League,2018/2019,Forward,0,Argentina,1,1,0,0,0
Luka Milivojević,30,Sun Apr 07 02:00:00 CEST 1991,Premier League,2018/2019,Midfielder,0,Serbia,12,7,5,10,1
Luke Amos,24,Sun Feb 23 01:00:00 CET 1997,Premier League,2018/2019,Midfielder,0,England,0,0,0,0,0
Luke Dreher,23,Fri Nov 27 01:00:00 CET 1998,Premier League,2018/2019,Midfielder,0,England,0,0,0,0,0
Luke Shaw,26,Wed Jul 12 02:00:00 CEST 1995,Premier League,2018/2019,Defender,0,England,1,1,0,0,0
Lys Mousset,25,Thu Feb 08 01:00:00 CET 1996,Premier League,2018/2019,Forward,0,France,1,0,1,0,0
Maarten Stekelenburg,39,Wed Sep 22 02:00:00 CEST 1982,Premier League,2018/2019,Goalkeeper,0,Netherlands,0,0,0,0,0
Mamadou Sakho,31,Tue Feb 13 01:00:00 CET 1990,Premier League,2018/2019,Defender,0,France,0,0,0,0,0
Manolo Gabbiadini,30,Tue Nov 26 01:00:00 CET 1991,Premier League,2018/2019,Forward,0,Italy,1,1,0,0,0
Manuel Lanzini,28,Mon Feb 15 01:00:00 CET 1993,Premier League,2018/2019,Midfielder,0,Argentina,1,0,1,0,0
Marc Albrighton,32,Sat Nov 18 01:00:00 CET 1989,Premier League,2018/2019,Midfielder,0,England,2,1,1,0,0
Marc Guehi,21,Thu Jul 13 02:00:00 CEST 2000,Premier League,2018/2019,Defender,0,England,0,0,0,0,0
Marc Navarro Ceciliano,26,Sun Jul 02 02:00:00 CEST 1995,Premier League,2018/2019,Defender,0,Spain,0,0,0,0,0
Marc Pugh,34,Thu Apr 02 02:00:00 CEST 1987,Premier League,2018/2019,Midfielder,0,England,0,0,0,0,0
Marcos Alonso,31,Fri Dec 28 01:00:00 CET 1990,Premier League,2018/2019,Defender,0,Spain,2,1,1,0,0
Marcus Bettinelli,29,Sun May 24 02:00:00 CEST 1992,Premier League,2018/2019,Goalkeeper,0,England,0,0,0,0,0
Marcus Rashford,24,Fri Oct 31 01:00:00 CET 1997,Premier League,2018/2019,Forward,0,England,10,4,6,0,0
Mario Lemina,28,Wed Sep 01 02:00:00 CEST 1993,Premier League,2018/2019,Midfielder,0,Gabon,1,0,1,0,0
Mark Noble,34,Fri May 08 02:00:00 CEST 1987,Premier League,2018/2019,Midfielder,0,England,5,2,3,4,0
Mark Travers,22,Tue May 18 02:00:00 CEST 1999,Premier League,2018/2019,Goalkeeper,0,Republic of Ireland,0,0,0,0,0
Marko Arnautović,32,Wed Apr 19 02:00:00 CEST 1989,Premier League,2018/2019,Forward,0,Austria,10,7,3,1,0
Markus Suttner,34,Thu Apr 16 02:00:00 CEST 1987,Premier League,2018/2019,Defender,0,Austria,0,0,0,0,0
Marouane Fellaini,34,Sun Nov 22 01:00:00 CET 1987,Premier League,2018/2019,Midfielder,0,Belgium,0,0,0,0,0
Martin Dúbravka,32,Sun Jan 15 01:00:00 CET 1989,Premier League,2018/2019,Goalkeeper,0,Slovakia,0,0,0,0,0
Martin Kelly,31,Fri Apr 27 02:00:00 CEST 1990,Premier League,2018/2019,Defender,0,England,0,0,0,0,0
Martín Montoya,30,Sun Apr 14 02:00:00 CEST 1991,Premier League,2018/2019,Defender,0,Spain,0,0,0,0,0
Mason Greenwood,20,Mon Oct 01 02:00:00 CEST 2001,Premier League,2018/2019,Midfielder,0,England,0,0,0,0,0
Mason Holgate,25,Tue Oct 22 02:00:00 CEST 1996,Premier League,2018/2019,Defender,0,England,0,0,0,0,0
Matěj Vydra,29,Fri May 01 02:00:00 CEST 1992,Premier League,2018/2019,Forward,0,Czech Republic,1,1,0,0,0
Mateo Kovačić,27,Fri May 06 02:00:00 CEST 1994,Premier League,2018/2019,Midfielder,0,Croatia,0,0,0,0,0
Mathew Ryan,29,Wed Apr 08 02:00:00 CEST 1992,Premier League,2018/2019,Goalkeeper,0,Australia,0,0,0,0,0
Mathias Jattah-Njie Jørgensen,31,Mon Apr 23 02:00:00 CEST 1990,Premier League,2018/2019,Defender,0,Denmark,3,1,2,0,0
Matt Butcher,24,Wed May 14 02:00:00 CEST 1997,Premier League,2018/2019,Midfielder,0,England,0,0,0,0,0
Matt Doherty,29,Thu Jan 16 01:00:00 CET 1992,Premier League,2018/2019,Defender,0,Republic of Ireland,4,1,3,0,0
Matt Ritchie,32,Sun Sep 10 02:00:00 CEST 1989,Premier League,2018/2019,Midfielder,0,Scotland,2,1,1,1,1
Matt Targett,26,Mon Sep 18 02:00:00 CEST 1995,Premier League,2018/2019,Defender,0,England,1,1,0,0,0
Matteo Darmian,32,Sat Dec 02 01:00:00 CET 1989,Premier League,2018/2019,Defender,0,Italy,0,0,0,0,0
Mattéo Guendouzi Olié,22,Wed Apr 14 02:00:00 CEST 1999,Premier League,2018/2019,Midfielder,0,France,0,0,0,0,0
Matthew Connolly,34,Thu Sep 24 02:00:00 CEST 1987,Premier League,2018/2019,Defender,0,England,0,0,0,0,0
Matthew Lowton,32,Fri Jun 09 02:00:00 CEST 1989,Premier League,2018/2019,Defender,0,England,0,0,0,0,0
Matty Daly,20,Sat Mar 10 01:00:00 CET 2001,Premier League,2018/2019,Midfielder,0,England,0,0,0,0,0
Max Harrison Sanders,23,Mon Jan 04 01:00:00 CET 1999,Premier League,2018/2019,Midfielder,0,England,0,0,0,0,0
Max Kilman,24,Fri May 23 02:00:00 CEST 1997,Premier League,2018/2019,Defender,0,England,0,0,0,0,0
Max Meyer,26,Mon Sep 18 02:00:00 CEST 1995,Premier League,2018/2019,Midfielder,0,Germany,1,0,1,0,0
Maxime Le Marchand,32,Wed Oct 11 01:00:00 CET 1989,Premier League,2018/2019,Defender,0,France,0,0,0,0,0
Maya Yoshida,33,Wed Aug 24 02:00:00 CEST 1988,Premier League,2018/2019,Defender,0,Japan,0,0,0,0,0
Mesut Özil,33,Sat Oct 15 01:00:00 CET 1988,Premier League,2018/2019,Midfielder,0,Germany,5,4,1,0,0
Michael Keane,29,Mon Jan 11 01:00:00 CET 1993,Premier League,2018/2019,Defender,0,England,1,0,1,0,0
Michael Obafemi,21,Thu Jul 06 02:00:00 CEST 2000,Premier League,2018/2019,Forward,0,Republic of Ireland,1,0,1,0,0
Michail Antonio,31,Wed Mar 28 02:00:00 CEST 1990,Premier League,2018/2019,Midfielder,0,England,6,4,2,0,0
Michel Vorm,38,Thu Oct 20 01:00:00 CET 1983,Premier League,2018/2019,Goalkeeper,0,Netherlands,0,0,0,0,0
Michy Batshuayi,28,Sat Oct 02 01:00:00 CET 1993,Premier League,2018/2019,Forward,0,Belgium,5,2,3,0,0
Miguel Ángel Almirón Rejala,27,Thu Feb 10 01:00:00 CET 1994,Premier League,2018/2019,Midfielder,0,Paraguay,0,0,0,0,0
Miguel Ángel Britos Cabrera,36,Wed Jul 17 02:00:00 CEST 1985,Premier League,2018/2019,Defender,0,Uruguay,0,0,0,0,0
Mohamed Diamé,34,Sun Jun 14 02:00:00 CEST 1987,Premier League,2018/2019,Midfielder,0,Senegal,0,0,0,0,0
Mohamed Elneny,29,Sat Jul 11 02:00:00 CEST 1992,Premier League,2018/2019,Midfielder,0,Egypt,0,0,0,0,0
Mohamed Elyounoussi,27,Thu Aug 04 02:00:00 CEST 1994,Premier League,2018/2019,Midfielder,0,Norway,0,0,0,0,0
Mohamed Salah,29,Mon Jun 15 02:00:00 CEST 1992,Premier League,2018/2019,Forward,0,Egypt,22,13,9,3,0
Morgan Gibbs-White,21,Thu Jan 27 01:00:00 CET 2000,Premier League,2018/2019,Midfielder,0,England,0,0,0,0,0
Morgan Schneiderlin,32,Wed Nov 08 01:00:00 CET 1989,Premier League,2018/2019,Midfielder,0,France,0,0,0,0,0
Moussa Dembele,34,Thu Jul 16 02:00:00 CEST 1987,Premier League,2018/2019,Midfielder,0,Belgium,0,0,0,0,0
Moussa Sissoko,32,Wed Aug 16 02:00:00 CEST 1989,Premier League,2018/2019,Midfielder,0,France,0,0,0,0,0
N'Golo Kanté,30,Fri Mar 29 01:00:00 CET 1991,Premier League,2018/2019,Midfielder,0,France,4,2,2,0,0
Naby Deco Keïta,26,Fri Feb 10 01:00:00 CET 1995,Premier League,2018/2019,Midfielder,0,Guinea,2,1,1,0,0
Nacho Monreal,35,Wed Feb 26 01:00:00 CET 1986,Premier League,2018/2019,Defender,0,Spain,1,1,0,0,0
Nampalys Mendy,29,Tue Jun 23 02:00:00 CEST 1992,Premier League,2018/2019,Midfielder,0,France,0,0,0,0,0
Nathan Aké,26,Sat Feb 18 01:00:00 CET 1995,Premier League,2018/2019,Defender,0,Netherlands,4,3,1,0,0
Nathan Holland,23,Fri Jun 19 02:00:00 CEST 1998,Premier League,2018/2019,Midfielder,0,England,0,0,0,0,0
Nathan Redmond,27,Sun Mar 06 01:00:00 CET 1994,Premier League,2018/2019,Midfielder,0,England,6,4,2,0,0
Nathaniel Chalobah,27,Mon Dec 12 01:00:00 CET 1994,Premier League,2018/2019,Midfielder,0,England,0,0,0,0,0
Nathaniel Clyne,30,Fri Apr 05 02:00:00 CEST 1991,Premier League,2018/2019,Defender,0,England,0,0,0,0,0
Nathaniel Mendez-Laing,29,Wed Apr 15 02:00:00 CEST 1992,Premier League,2018/2019,Midfielder,0,England,4,0,4,1,0
Neeskens Kebano,29,Tue Mar 10 01:00:00 CET 1992,Premier League,2018/2019,Midfielder,0,Congo DR,0,0,0,0,0
Neil Leonard Dula Etheridge,31,Wed Feb 07 01:00:00 CET 1990,Premier League,2018/2019,Goalkeeper,0,Philippines,0,0,0,0,0
Nemanja Matić,33,Mon Aug 01 02:00:00 CEST 1988,Premier League,2018/2019,Midfielder,0,Serbia,1,1,0,0,0
Nicolas Otamendi,33,Fri Feb 12 01:00:00 CET 1988,Premier League,2018/2019,Defender,0,Argentina,0,0,0,0,0
Nikola Tavares,23,Sun Jan 17 01:00:00 CET 1999,Premier League,2018/2019,Defender,0,England,0,0,0,0,0
