Thu Jan 01 00:00:00 CET 1970:Fulham
Thu Jan 01 00:00:00 CET 1970:Arsenal
Fri May 18 00:00:00 CEST 1979:Crystal Palace
Wed Feb 20 00:00:00 CET 1980:AFC Bournemouth
Wed Oct 01 00:00:00 CET 1980:Brighton & Hove Albion
Fri Jan 30 00:00:00 CET 1981:Burnley
Sun Feb 15 00:00:00 CET 1981:Watford
Mon Sep 28 00:00:00 CET 1981:Chelsea
Thu May 20 00:00:00 CEST 1982:Arsenal
Tue Aug 17 00:00:00 CEST 1982:Everton
Wed Sep 22 00:00:00 CEST 1982:Everton
Thu Oct 07 00:00:00 CET 1982:AFC Bournemouth
Thu Jan 27 00:00:00 CET 1983:Manchester United
Sun Apr 03 00:00:00 CEST 1983:Watford
Wed Apr 13 00:00:00 CEST 1983:Manchester City
Sat May 07 00:00:00 CEST 1983:Cardiff City
Tue Sep 20 00:00:00 CEST 1983:Burnley
Sun Sep 25 00:00:00 CEST 1983:Brighton & Hove Albion
Thu Oct 20 00:00:00 CET 1983:Tottenham Hotspur
Mon Jan 16 00:00:00 CET 1984:Arsenal
Sat Jan 21 00:00:00 CET 1984:Leicester City
Wed Jun 27 00:00:00 CEST 1984:Watford
Tue Dec 11 00:00:00 CET 1984:Everton
Tue Jan 01 00:00:00 CET 1985:Southampton
Sun Jan 13 00:00:00 CET 1985:Cardiff City
Wed Jan 16 00:00:00 CET 1985:West Ham United
Sat Feb 16 00:00:00 CET 1985:AFC Bournemouth
Tue Feb 26 00:00:00 CET 1985:Tottenham Hotspur
Thu Apr 18 00:00:00 CEST 1985:West Ham United
Sat May 04 00:00:00 CEST 1985:Manchester City
Fri Jun 28 00:00:00 CEST 1985:Burnley
Tue Jul 09 00:00:00 CEST 1985:Manchester United
Wed Jul 17 00:00:00 CEST 1985:Watford
Sun Aug 04 00:00:00 CEST 1985:Manchester United
Tue Aug 20 00:00:00 CEST 1985:Burnley
Tue Sep 10 00:00:00 CEST 1985:Arsenal
Thu Dec 19 00:00:00 CET 1985:Chelsea
Sat Jan 04 00:00:00 CET 1986:Liverpool
Wed Jan 08 00:00:00 CET 1986:Manchester City
Thu Feb 06 00:00:00 CET 1986:West Ham United
Wed Feb 26 00:00:00 CET 1986:Arsenal
Mon Apr 07 00:00:00 CEST 1986:Leicester City
Thu Apr 10 00:00:00 CEST 1986:Manchester City
Tue Apr 15 00:00:00 CEST 1986:Burnley
Wed Apr 16 00:00:00 CEST 1986:Leicester City
Thu Jun 26 00:00:00 CEST 1986:Huddersfield Town
Wed Aug 20 00:00:00 CEST 1986:AFC Bournemouth
Sun Sep 07 00:00:00 CEST 1986:AFC Bournemouth
Mon Sep 08 00:00:00 CEST 1986:Wolverhampton Wanderers
Tue Sep 30 00:00:00 CET 1986:Chelsea
Fri Oct 03 00:00:00 CET 1986:Watford
Fri Oct 24 00:00:00 CET 1986:Wolverhampton Wanderers
Wed Nov 05 00:00:00 CET 1986:Leicester City
Thu Dec 11 00:00:00 CET 1986:Cardiff City
Fri Dec 19 00:00:00 CET 1986:Fulham
Fri Dec 26 00:00:00 CET 1986:Tottenham Hotspur
Sat Jan 03 00:00:00 CET 1987:West Ham United
Sun Jan 04 00:00:00 CET 1987:Leicester City
Sat Jan 10 00:00:00 CET 1987:Crystal Palace
Sun Jan 11 00:00:00 CET 1987:Leicester City
Thu Jan 22 00:00:00 CET 1987:Southampton
Sat Jan 24 00:00:00 CET 1987:Crystal Palace
Sat Feb 14 00:00:00 CET 1987:Crystal Palace
Sun Feb 22 00:00:00 CET 1987:Manchester United
Thu Apr 02 00:00:00 CEST 1987:AFC Bournemouth
Thu Apr 16 00:00:00 CEST 1987:Burnley
Thu Apr 16 00:00:00 CEST 1987:Brighton & Hove Albion
Sun Apr 19 00:00:00 CEST 1987:Burnley
Wed Apr 22 00:00:00 CEST 1987:Chelsea
Fri Apr 24 00:00:00 CEST 1987:Tottenham Hotspur
Mon May 04 00:00:00 CEST 1987:Chelsea
Fri May 08 00:00:00 CEST 1987:West Ham United
Sun Jun 14 00:00:00 CEST 1987:Newcastle United
Sat Jun 20 00:00:00 CEST 1987:AFC Bournemouth
Sun Jun 21 00:00:00 CEST 1987:Watford
Fri Jun 26 00:00:00 CEST 1987:West Ham United
Thu Jul 16 00:00:00 CEST 1987:Tottenham Hotspur
Tue Jul 28 00:00:00 CEST 1987:Chelsea
Mon Sep 07 00:00:00 CEST 1987:West Ham United
Thu Sep 24 00:00:00 CEST 1987:Cardiff City
Mon Oct 05 00:00:00 CET 1987:Fulham
Wed Oct 07 00:00:00 CET 1987:Crystal Palace
Fri Nov 20 00:00:00 CET 1987:Huddersfield Town
Sun Nov 22 00:00:00 CET 1987:Manchester United
Thu Dec 10 00:00:00 CET 1987:Chelsea
Thu Dec 31 00:00:00 CET 1987:Fulham
Sun Jan 03 00:00:00 CET 1988:Leicester City
Sat Jan 16 00:00:00 CET 1988:Leicester City
Fri Feb 12 00:00:00 CET 1988:Manchester City
Mon Feb 15 00:00:00 CET 1988:Wolverhampton Wanderers
Sun Mar 06 00:00:00 CET 1988:Liverpool
Thu Mar 17 00:00:00 CET 1988:Southampton
Fri Apr 15 00:00:00 CEST 1988:Burnley
Mon Apr 25 00:00:00 CEST 1988:Brighton & Hove Albion
Tue Apr 26 00:00:00 CEST 1988:Crystal Palace
Thu Apr 28 00:00:00 CEST 1988:Manchester United
Mon May 02 00:00:00 CEST 1988:Brighton & Hove Albion
Tue May 10 00:00:00 CEST 1988:Liverpool
Mon May 23 00:00:00 CEST 1988:West Ham United
Fri May 27 00:00:00 CEST 1988:Fulham
Wed Jun 01 00:00:00 CEST 1988:West Ham United
Thu Jun 02 00:00:00 CEST 1988:Manchester City
Thu Jun 09 00:00:00 CEST 1988:Arsenal
Tue Jun 28 00:00:00 CEST 1988:Brighton & Hove Albion
Wed Jun 29 00:00:00 CEST 1988:Watford
Mon Jul 11 00:00:00 CEST 1988:Watford
Sat Jul 16 00:00:00 CEST 1988:Cardiff City
Mon Aug 01 00:00:00 CEST 1988:Manchester United
Tue Aug 09 00:00:00 CEST 1988:Chelsea
Wed Aug 24 00:00:00 CEST 1988:Southampton
Sat Sep 10 00:00:00 CEST 1988:West Ham United
Tue Oct 11 00:00:00 CET 1988:Everton
Sat Oct 15 00:00:00 CET 1988:Arsenal
Fri Nov 04 00:00:00 CET 1988:Fulham
Tue Dec 06 00:00:00 CET 1988:Huddersfield Town
Wed Dec 07 00:00:00 CET 1988:Huddersfield Town
Thu Dec 15 00:00:00 CET 1988:Fulham
Mon Dec 19 00:00:00 CET 1988:Manchester United
Fri Jan 06 00:00:00 CET 1989:West Ham United
Sun Jan 15 00:00:00 CET 1989:Newcastle United
Sat Jan 21 00:00:00 CET 1989:Arsenal
